yourlist:M20201208E5A08BB0B2D1C45B0C7BC3B55FD2655607611FW	Entry	Entry name	Status	Protein names	Gene names	Organism	Length
CADM1_HUMAN,Q8N2F4_HUMAN	Q9BY67	CADM1_HUMAN	reviewed	Cell adhesion molecule 1 (Immunoglobulin superfamily member 4) (IgSF4) (Nectin-like protein 2) (NECL-2) (Spermatogenic immunoglobulin superfamily) (SgIgSF) (Synaptic cell adhesion molecule) (SynCAM) (Tumor suppressor in lung cancer 1) (TSLC-1)	CADM1 IGSF4 IGSF4A NECL2 SYNCAM TSLC1	Homo sapiens (Human)	442
ASAH1_HUMAN,Q6W898_HUMAN	Q13510	ASAH1_HUMAN	reviewed	Acid ceramidase (AC) (ACDase) (Acid CDase) (EC 3.5.1.23) (Acylsphingosine deacylase) (N-acylethanolamine hydrolase ASAH1) (EC 3.5.1.-) (N-acylsphingosine amidohydrolase) (Putative 32 kDa heart protein) (PHP32) [Cleaved into: Acid ceramidase subunit alpha; Acid ceramidase subunit beta]	ASAH1 ASAH HSD-33 HSD33	Homo sapiens (Human)	395
Q9H686_HUMAN	Q9H686	Q9H686_HUMAN	unreviewed	cDNA: FLJ22500 fis, clone HRC11301		Homo sapiens (Human)	347
Q6XYD2_HUMAN	Q6XYD2	Q6XYD2_HUMAN	unreviewed	LP3236		Homo sapiens (Human)	98
Q6ZQQ5_HUMAN	Q6ZQQ5	Q6ZQQ5_HUMAN		Deleted.			
Q6ZQU3_HUMAN	Q6ZQU3	Q6ZQU3_HUMAN	unreviewed	cDNA FLJ46889 fis, clone UTERU3017995, highly similar to Homo sapiens likely ortholog of rat p47 (p47)		Homo sapiens (Human)	143
Q6ZRA3_HUMAN	Q6ZRA3	Q6ZRA3_HUMAN		Deleted.			
Q6ZRA4_HUMAN	Q6ZRA4	Q6ZRA4_HUMAN		Deleted.			
Q6ZSW6_HUMAN	Q6ZSW6	Q6ZSW6_HUMAN		Deleted.			
Q6ZUH1_HUMAN	Q6ZUH1	Q6ZUH1_HUMAN	unreviewed	cDNA FLJ43719 fis, clone TESOP2006060		Homo sapiens (Human)	144
Q6ZUM4_HUMAN	Q6ZUM4	RHG27_HUMAN	reviewed	Rho GTPase-activating protein 27 (CIN85-associated multi-domain-containing Rho GTPase-activating protein 1) (Rho-type GTPase-activating protein 27) (SH3 domain-containing protein 20)	ARHGAP27 CAMGAP1 SH3D20 PP905	Homo sapiens (Human)	889
Q6ZVU3_HUMAN	Q6ZVU3	Q6ZVU3_HUMAN	unreviewed	cDNA FLJ42079 fis, clone SYNOV2021320, highly similar to SH3 DOMAIN-BINDING PROTEIN 3BP-2		Homo sapiens (Human)	536
PAXI1_HUMAN,Q6ZW49_HUMAN	Q6ZW49	PAXI1_HUMAN	reviewed	PAX-interacting protein 1 (PAX transactivation activation domain-interacting protein)	PAXIP1 PAXIP1L PTIP CAGF28	Homo sapiens (Human)	1069
Q6ZW97_HUMAN	Q6ZW97	Q6ZW97_HUMAN	unreviewed	Hypothetical LOC389834 (cDNA FLJ41409 fis, clone BRHIP2000920)	LOC389834	Homo sapiens (Human)	243
DOM3Z_HUMAN,Q9NPK4_HUMAN	O77932	DXO_HUMAN	reviewed	Decapping and exoribonuclease protein (DXO) (EC 3.6.1.-) (5'-3' exoribonuclease DXO) (EC 3.1.13.-) (Dom-3 homolog Z) (NAD-capped RNA hydrolase DXO) (DeNADding enzyme DXO) (EC 3.6.1.-)	DXO DOM3L DOM3Z NG6	Homo sapiens (Human)	396
Q6ZWH8_HUMAN	Q6ZWH8	Q6ZWH8_HUMAN		Deleted.			
VP13D_HUMAN,Q709C5_HUMAN	Q5THJ4	VP13D_HUMAN	reviewed	Vacuolar protein sorting-associated protein 13D	VPS13D KIAA0453	Homo sapiens (Human)	4388
MADD_HUMAN,O15293_HUMAN,Q8WXG6_HUMAN	Q8WXG6	MADD_HUMAN	reviewed	MAP kinase-activating death domain protein (Differentially expressed in normal and neoplastic cells) (Insulinoma glucagonoma clone 20) (Rab3 GDP/GTP exchange factor)	MADD DENN IG20 KIAA0358	Homo sapiens (Human)	1647
U2AF1_HUMAN,Q71RF1_HUMAN	Q01081	U2AF1_HUMAN	reviewed	Splicing factor U2AF 35 kDa subunit (U2 auxiliary factor 35 kDa subunit) (U2 small nuclear RNA auxiliary factor 1) (U2 snRNP auxiliary factor small subunit)	U2AF1 U2AF35 U2AFBP FP793	Homo sapiens (Human)	240
ADA15_HUMAN,Q71S69_HUMAN	Q13444	ADA15_HUMAN	reviewed	Disintegrin and metalloproteinase domain-containing protein 15 (ADAM 15) (EC 3.4.24.-) (Metalloprotease RGD disintegrin protein) (Metalloproteinase-like, disintegrin-like, and cysteine-rich protein 15) (MDC-15) (Metargidin)	ADAM15 MDC15	Homo sapiens (Human)	863
Q75KN0_HUMAN	Q75KN0	Q75KN0_HUMAN	unreviewed	Uncharacterized protein FLJ10842 (Fragment)	FLJ10842	Homo sapiens (Human)	31
K0087_HUMAN,Q75MW1_HUMAN	Q14695	K0087_HUMAN	reviewed	Uncharacterized protein KIAA0087	KIAA0087 HA1002	Homo sapiens (Human)	138
ABCA2_HUMAN,Q76MW7_HUMAN	Q9BZC7	ABCA2_HUMAN	reviewed	ATP-binding cassette sub-family A member 2 (ATP-binding cassette transporter 2) (ATP-binding cassette 2)	ABCA2 ABC2 KIAA1062	Homo sapiens (Human)	2435
Q6ZVC8_HUMAN	Q6ZVC8	Q6ZVC8_HUMAN		Deleted.			
AIOL_HUMAN,IKZF3_HUMAN,Q8N574_HUMAN	Q9UKT9	IKZF3_HUMAN	reviewed	Zinc finger protein Aiolos (Ikaros family zinc finger protein 3)	IKZF3 ZNFN1A3	Homo sapiens (Human)	509
Q7KZT7_HUMAN	Q7KZT7	Q7KZT7_HUMAN	unreviewed	Death-associated protein (Death-associated protein, isoform CRA_b)	DAP hCG_37855	Homo sapiens (Human)	176
Q96F31_HUMAN	Q96F31	Q96F31_HUMAN	unreviewed	NFKBIE protein (Fragment)	NFKBIE	Homo sapiens (Human)	423
STRAD_HUMAN,Q7RTN6_HUMAN	Q7RTN6	STRAA_HUMAN	reviewed	STE20-related kinase adapter protein alpha (STRAD alpha) (STE20-related adapter protein) (Serologically defined breast cancer antigen NY-BR-96)	STRADA LYK5 STRAD	Homo sapiens (Human)	431
Q7Z3N9_HUMAN	Q7Z3N9	Q7Z3N9_HUMAN	unreviewed	Translin-associated factor X, isoform CRA_a	DKFZp686G1650 TSNAX hCG_14691	Homo sapiens (Human)	93
IDHC_HUMAN,Q7Z3V0_HUMAN	O75874	IDHC_HUMAN	reviewed	Isocitrate dehydrogenase [NADP] cytoplasmic (IDH) (EC 1.1.1.42) (Cytosolic NADP-isocitrate dehydrogenase) (IDP) (NADP(+)-specific ICDH) (Oxalosuccinate decarboxylase)	IDH1 PICD	Homo sapiens (Human)	414
Q6UUV8_HUMAN,Q7Z3X7_HUMAN	Q53ET0	CRTC2_HUMAN	reviewed	CREB-regulated transcription coactivator 2 (Transducer of regulated cAMP response element-binding protein 2) (TORC-2) (Transducer of CREB protein 2)	CRTC2 TORC2	Homo sapiens (Human)	693
Q7Z3Y4_HUMAN	Q7Z3Y4	Q7Z3Y4_HUMAN	unreviewed	Uncharacterized protein		Homo sapiens (Human)	236
Q7Z5W1_HUMAN	Q7Z5W1	Q7Z5W1_HUMAN		Deleted.			
MTG8_HUMAN,Q7Z4J5_HUMAN	Q06455	MTG8_HUMAN	reviewed	Protein CBFA2T1 (Cyclin-D-related protein) (Eight twenty one protein) (Protein ETO) (Protein MTG8) (Zinc finger MYND domain-containing protein 2)	RUNX1T1 AML1T1 CBFA2T1 CDR ETO MTG8 ZMYND2	Homo sapiens (Human)	604
HIRP5_HUMAN,NFU1_HUMAN,Q7Z5B1_HUMAN	Q9UMS0	NFU1_HUMAN	reviewed	NFU1 iron-sulfur cluster scaffold homolog, mitochondrial (HIRA-interacting protein 5)	NFU1 HIRIP5 CGI-33	Homo sapiens (Human)	254
IRF3_HUMAN,Q7Z5G6_HUMAN	Q14653	IRF3_HUMAN	reviewed	Interferon regulatory factor 3 (IRF-3)	IRF3	Homo sapiens (Human)	427
CTDS1_HUMAN,Q7Z5Q4_HUMAN	Q9GZU7	CTDS1_HUMAN	reviewed	Carboxy-terminal domain RNA polymerase II polypeptide A small phosphatase 1 (EC 3.1.3.16) (Nuclear LIM interactor-interacting factor 3) (NLI-IF) (NLI-interacting factor 3) (Small C-terminal domain phosphatase 1) (SCP1) (Small CTD phosphatase 1)	CTDSP1 NIF3 NLIIF SCP1	Homo sapiens (Human)	261
Q7Z6N8_HUMAN	Q7Z6N8	Q7Z6N8_HUMAN		Deleted.			
Q7Z7G1_HUMAN	Q7Z7G1	CLNK_HUMAN	reviewed	Cytokine-dependent hematopoietic cell linker (Mast cell immunoreceptor signal transducer)	CLNK MIST	Homo sapiens (Human)	428
TNNI1_HUMAN,Q86T57_HUMAN	P19237	TNNI1_HUMAN	reviewed	Troponin I, slow skeletal muscle (Troponin I, slow-twitch isoform)	TNNI1	Homo sapiens (Human)	187
MLRN_HUMAN,Q9BUF9_HUMAN	P24844	MYL9_HUMAN	reviewed	Myosin regulatory light polypeptide 9 (20 kDa myosin light chain) (LC20) (MLC-2C) (Myosin RLC) (Myosin regulatory light chain 2, smooth muscle isoform) (Myosin regulatory light chain 9) (Myosin regulatory light chain MRLC1)	MYL9 MLC2 MRLC1 MYRL2	Homo sapiens (Human)	172
Q86TG7_HUMAN	Q86TG7	PEG10_HUMAN	reviewed	Retrotransposon-derived protein PEG10 (Embryonal carcinoma differentiation-regulated protein) (Mammalian retrotransposon-derived protein 2) (Myelin expression factor 3-like protein 1) (MEF3-like protein 1) (Paternally expressed gene 10 protein) (Retrotransposon gag domain-containing protein 3) (Retrotransposon-derived gag-like polyprotein) (Ty3/Gypsy-like protein)	PEG10 EDR KIAA1051 MAR2 MART2 MEF3L1 RGAG3	Homo sapiens (Human)	708
TRPT1_HUMAN,Q86TN4_HUMAN	Q86TN4	TRPT1_HUMAN	reviewed	tRNA 2'-phosphotransferase 1 (EC 2.7.1.160)	TRPT1	Homo sapiens (Human)	253
Q86V38_HUMAN	Q86V38	Q86V38_HUMAN	unreviewed	Atrophin 1	ATN1	Homo sapiens (Human)	1191
CAMKV_HUMAN	Q8NCB2	CAMKV_HUMAN	reviewed	CaM kinase-like vesicle-associated protein	CAMKV	Homo sapiens (Human)	501
Q86WP1_HUMAN	Q53QZ3	RHG15_HUMAN	reviewed	Rho GTPase-activating protein 15 (ArhGAP15) (Rho-type GTPase-activating protein 15)	ARHGAP15 BM-024 BM-030 BM-046	Homo sapiens (Human)	475
Q86WP2_HUMAN	Q86WP2	GPBP1_HUMAN	reviewed	Vasculin (GC-rich promoter-binding protein 1) (Vascular wall-linked protein)	GPBP1 GPBP SSH6	Homo sapiens (Human)	473
Q86X06_HUMAN	Q86X06	Q86X06_HUMAN	unreviewed	BRD1 protein	BRD1	Homo sapiens (Human)	1189
Q86X44_HUMAN	Q9UG01	IF172_HUMAN	reviewed	Intraflagellar transport protein 172 homolog	IFT172 KIAA1179	Homo sapiens (Human)	1749
Q86XA2_HUMAN	Q86XA2	Q86XA2_HUMAN	unreviewed	ZNF20 protein	ZNF20	Homo sapiens (Human)	497
IMB3_HUMAN,Q86XC7_HUMAN	O00410	IPO5_HUMAN	reviewed	Importin-5 (Imp5) (Importin subunit beta-3) (Karyopherin beta-3) (Ran-binding protein 5) (RanBP5)	IPO5 KPNB3 RANBP5	Homo sapiens (Human)	1097
NDKA_HUMAN,Q86XQ2_HUMAN	P15531	NDKA_HUMAN	reviewed	Nucleoside diphosphate kinase A (NDK A) (NDP kinase A) (EC 2.7.4.6) (Granzyme A-activated DNase) (GAAD) (Metastasis inhibition factor nm23) (NM23-H1) (Tumor metastatic process-associated protein)	NME1 NDPKA NM23	Homo sapiens (Human)	152
Q5JTE5_HUMAN	Q5JTE5	Q5JTE5_HUMAN		Deleted.			
Q86XQ4_HUMAN	Q6T4P5	PLPR3_HUMAN	reviewed	Phospholipid phosphatase-related protein type 3 (EC 3.1.3.4) (Lipid phosphate phosphatase-related protein type 3) (PAP-2-like protein 2) (Plasticity-related gene 2 protein) (PRG-2)	PLPPR3 LPPR3 PHP2 PRG2	Homo sapiens (Human)	718
FKBP8_HUMAN,Q86YK6_HUMAN	Q14318	FKBP8_HUMAN	reviewed	Peptidyl-prolyl cis-trans isomerase FKBP8 (PPIase FKBP8) (EC 5.2.1.8) (38 kDa FK506-binding protein) (38 kDa FKBP) (FKBP-38) (hFKBP38) (FK506-binding protein 8) (FKBP-8) (FKBPR38) (Rotamase)	FKBP8 FKBP38	Homo sapiens (Human)	412
Q8IUF1_HUMAN	Q8IUF1	CBWD2_HUMAN	reviewed	COBW domain-containing protein 2 (Cobalamin synthase W domain-containing protein 2)	CBWD2	Homo sapiens (Human)	395
ECHM_HUMAN	P30084	ECHM_HUMAN	reviewed	Enoyl-CoA hydratase, mitochondrial (EC 4.2.1.17) (Enoyl-CoA hydratase 1) (Short-chain enoyl-CoA hydratase) (SCEH)	ECHS1	Homo sapiens (Human)	290
ALBU_HUMAN,Q8IUK7_HUMAN	P02768	ALBU_HUMAN	reviewed	Albumin	ALB GIG20 GIG42 PRO0903 PRO1708 PRO2044 PRO2619 PRO2675 UNQ696/PRO1341	Homo sapiens (Human)	609
Q8IUU6_HUMAN	Q8IUU6	Q8IUU6_HUMAN	unreviewed	IL16 protein	IL16	Homo sapiens (Human)	454
Q8IVA8_HUMAN	Q8IVA8	Q8IVA8_HUMAN	unreviewed	Glutamate decarboxylase 1 (Brain, 67kDa)	GAD1	Homo sapiens (Human)	594
Q8IWB3_HUMAN	Q8IWB3	Q8IWB3_HUMAN	unreviewed	PCTK3 protein	PCTK3	Homo sapiens (Human)	231
Q8IX85_HUMAN	Q8IX85	Q8IX85_HUMAN	unreviewed	AB6 (Fragment)		Homo sapiens (Human)	420
Q8IY43_HUMAN	Q8IY43	Q8IY43_HUMAN	unreviewed	CRADD protein	CRADD	Homo sapiens (Human)	199
Q8IY68_HUMAN	Q14CW9	AT7L3_HUMAN	reviewed	Ataxin-7-like protein 3 (SAGA-associated factor 11 homolog)	ATXN7L3	Homo sapiens (Human)	347
Q4V370_HUMAN	Q4V370	Q4V370_HUMAN	unreviewed	Selenocysteine insertion sequence-binding protein 2 (Fragment)	SECISBP2	Homo sapiens (Human)	60
Q53GC0_HUMAN	Q53GC0	Q53GC0_HUMAN	unreviewed	SERTA domain containing 1 variant (SERTA domain containing 1, isoform CRA_a) (cDNA FLJ90171 fis, clone MAMMA1000403, highly similar to SERTA domain-containing protein 1) (Fragment)	SERTAD1 hCG_1777718	Homo sapiens (Human)	236
UBP6_HUMAN	P35125	UBP6_HUMAN	reviewed	Ubiquitin carboxyl-terminal hydrolase 6 (EC 3.4.19.12) (Deubiquitinating enzyme 6) (Proto-oncogene TRE-2) (Ubiquitin thioesterase 6) (Ubiquitin-specific-processing protease 6)	USP6 HRP1 TRE2	Homo sapiens (Human)	1406
SC24D_HUMAN,Q8IYI7_HUMAN	O94855	SC24D_HUMAN	reviewed	Protein transport protein Sec24D (SEC24-related protein D)	SEC24D KIAA0755	Homo sapiens (Human)	1032
SC23B_HUMAN	Q15437	SC23B_HUMAN	reviewed	Protein transport protein Sec23B (hSec23B) (SEC23-related protein B)	SEC23B	Homo sapiens (Human)	767
Q969X0_HUMAN	Q969X0	RIPL2_HUMAN	reviewed	RILP-like protein 2 (Rab-interacting lysosomal protein-like 2) (p40phox-binding protein)	RILPL2 RLP2	Homo sapiens (Human)	211
Q8IZ03_HUMAN	Q8IZ03	Q8IZ03_HUMAN	unreviewed	Interferon-induced protein with tetratricopeptide repeats 2	IFIT2	Homo sapiens (Human)	484
ACHB_HUMAN,Q8IZ46_HUMAN	P11230	ACHB_HUMAN	reviewed	Acetylcholine receptor subunit beta	CHRNB1 ACHRB CHRNB	Homo sapiens (Human)	501
Q96CN4_HUMAN,EVI5L_HUMAN	Q96CN4	EVI5L_HUMAN	reviewed	EVI5-like protein (Ecotropic viral integration site 5-like protein)	EVI5L	Homo sapiens (Human)	794
Q8IZW4_HUMAN	Q8IZW4	Q8IZW4_HUMAN	unreviewed	Esophagus cancer-related gene-2 interaction susceptibility protein (Fragment)		Homo sapiens (Human)	116
MD2L1_HUMAN,Q8IZX3_HUMAN	Q13257	MD2L1_HUMAN	reviewed	Mitotic spindle assembly checkpoint protein MAD2A (HsMAD2) (Mitotic arrest deficient 2-like protein 1) (MAD2-like protein 1)	MAD2L1 MAD2	Homo sapiens (Human)	205
Q8N1K8_HUMAN	Q8N1K8	Q8N1K8_HUMAN	unreviewed	Dynamin GTPase (EC 3.6.5.5)		Homo sapiens (Human)	464
TVA3_HUMAN	A0A0B4J244	TVA3_HUMAN	reviewed	T cell receptor alpha variable 3	TRAV3	Homo sapiens (Human)	114
Q8N2Y6_HUMAN	Q8N2Y6	Q8N2Y6_HUMAN	unreviewed	ZFHX3 protein	ZFHX3	Homo sapiens (Human)	886
Q8N355_HUMAN	Q8N355	Q8N355_HUMAN	unreviewed	IGL@ protein	IGL@	Homo sapiens (Human)	234
Q8N381_HUMAN	Q8N381	Q8N381_HUMAN	unreviewed	Phosphoinositide-3-kinase, regulatory subunit 3 (Gamma)	PIK3R3	Homo sapiens (Human)	461
FNBP4_HUMAN,Q9Y2L7_HUMAN,Q8N3X1_HUMAN	Q8N3X1	FNBP4_HUMAN	reviewed	Formin-binding protein 4 (Formin-binding protein 30)	FNBP4 FBP30 KIAA1014	Homo sapiens (Human)	1017
Q8N3Z8_HUMAN	Q8N3Z8	Q8N3Z8_HUMAN		Deleted.			
Q8N4D0_HUMAN	Q8N4D0	Q8N4D0_HUMAN	unreviewed	Carcinoembryonic antigen-related cell adhesion molecule 5	CEACAM5	Homo sapiens (Human)	702
Q8N4S1_HUMAN	Q8N4S1	Q8N4S1_HUMAN	unreviewed	Proliferation-inducing protein 33 (SPARC-like 1 (Hevin))	SPARCL1 PIG33	Homo sapiens (Human)	664
Q8N542_HUMAN	Q8N542	Q8N542_HUMAN	unreviewed	DYNC1I1 protein	DYNC1I1	Homo sapiens (Human)	628
Q8N5P9_HUMAN	Q8N5P9	Q8N5P9_HUMAN	unreviewed	Cell death activator CIDE-A variant 2 (Cell death-inducing DFFA-like effector a)	CIDEA	Homo sapiens (Human)	253
Q8N5Y3_HUMAN	Q8N5Y3	Q8N5Y3_HUMAN	unreviewed	GYG1 protein (Fragment)	GYG1	Homo sapiens (Human)	331
TNR14_HUMAN,Q8N634_HUMAN	Q92956	TNR14_HUMAN	reviewed	Tumor necrosis factor receptor superfamily member 14 (Herpes virus entry mediator A) (Herpesvirus entry mediator A) (HveA) (Tumor necrosis factor receptor-like 2) (TR2) (CD antigen CD270)	TNFRSF14 HVEA HVEM UNQ329/PRO509	Homo sapiens (Human)	283
Q8N6E1_HUMAN	Q8N6E1	Q8N6E1_HUMAN		Deleted.			
CCD87_HUMAN,Q9NVE4_HUMAN	Q9NVE4	CCD87_HUMAN	reviewed	Coiled-coil domain-containing protein 87	CCDC87	Homo sapiens (Human)	849
SRTD3_HUMAN	Q9UJW9	SRTD3_HUMAN	reviewed	SERTA domain-containing protein 3 (Replication protein-binding trans-activator) (RPA-binding trans-activator)	SERTAD3 RBT1	Homo sapiens (Human)	196
CN119_HUMAN	Q9NWQ9	CN119_HUMAN	reviewed	Uncharacterized protein C14orf119	C14orf119 My028	Homo sapiens (Human)	140
Q8N8H3_HUMAN	Q6ZP82	CC141_HUMAN	reviewed	Coiled-coil domain-containing protein 141 (Coiled-coil protein associated with myosin II and DISC1)	CCDC141 CAMDI	Homo sapiens (Human)	1450
Q6ZTP6_HUMAN	Q6ZTP6	Q6ZTP6_HUMAN	unreviewed	cDNA FLJ44434 fis, clone UTERU2019491, moderately similar to Homo sapiens 41-kDa phosphoribosylpyrophosphate synthetase-associated protein		Homo sapiens (Human)	156
Q8N8Y3_HUMAN	Q8N8Y3	Q8N8Y3_HUMAN	unreviewed	cDNA FLJ38707 fis, clone KIDNE2002839, highly similar to GALACTOSE-1-PHOSPHATE URIDYLYLTRANSFERASE		Homo sapiens (Human)	162
UB2D3_HUMAN,Q8N924_HUMAN	P61077	UB2D3_HUMAN	reviewed	Ubiquitin-conjugating enzyme E2 D3 (EC 2.3.2.23) ((E3-independent) E2 ubiquitin-conjugating enzyme D3) (EC 2.3.2.24) (E2 ubiquitin-conjugating enzyme D3) (Ubiquitin carrier protein D3) (Ubiquitin-conjugating enzyme E2(17)KB 3) (Ubiquitin-conjugating enzyme E2-17 kDa 3) (Ubiquitin-protein ligase D3)	UBE2D3 UBC5C UBCH5C	Homo sapiens (Human)	147
MEX3B_HUMAN	Q6ZN04	MEX3B_HUMAN	reviewed	RNA-binding protein MEX3B (RING finger and KH domain-containing protein 3) (RING finger protein 195)	MEX3B KIAA2009 RKHD3 RNF195	Homo sapiens (Human)	569
Q53S79_HUMAN,Q8N9K9_HUMAN	Q8IYB7	DI3L2_HUMAN	reviewed	DIS3-like exonuclease 2 (hDIS3L2) (EC 3.1.13.-)	DIS3L2 FAM6A	Homo sapiens (Human)	885
Q8NAF8_HUMAN	Q8NAF8	Q8NAF8_HUMAN		Deleted.			
Q8NB03_HUMAN	Q8N1N5	CRPAK_HUMAN	reviewed	Cysteine-rich PAK1 inhibitor (CRIPak)	CRIPAK	Homo sapiens (Human)	446
Q8NBB9_HUMAN	Q8NBB9	Q8NBB9_HUMAN		Deleted.			
Q8NC17_HUMAN	Q8NC17	Q8NC17_HUMAN	unreviewed	cDNA FLJ90598 fis, clone PLACE1001295, highly similar to Human pregnancy-specific beta 1-glycoprotein 4 (PSG4) clone FL-64 mRNA		Homo sapiens (Human)	326
Q8NC57_HUMAN	Q8NC57	Q8NC57_HUMAN	unreviewed	cDNA FLJ90477 fis, clone NT2RP3002738, weakly similar to Homo sapiens enhancer of filamentation (HEF1) mRNA		Homo sapiens (Human)	684
Q96ID7_HUMAN	Q96ID7	Q96ID7_HUMAN	unreviewed	E2F2 protein		Homo sapiens (Human)	83
Q8NCP5_HUMAN	Q8NCP5	ZBT44_HUMAN	reviewed	Zinc finger and BTB domain-containing protein 44 (BTB/POZ domain-containing protein 15) (Zinc finger protein 851)	ZBTB44 BTBD15 ZNF851	Homo sapiens (Human)	570
Q6PKN3_HUMAN,Q8NCQ7_HUMAN	Q8NCQ7	PRCA1_HUMAN	reviewed	Protein PROCA1 (Protein interacting with cyclin A1)	PROCA1	Homo sapiens (Human)	364
Q8NDT9_HUMAN	Q8NDT9	Q8NDT9_HUMAN	unreviewed	Uncharacterized protein DKFZp547P1613	DKFZp547P1613	Homo sapiens (Human)	206
Q6GPH6_HUMAN,Q8NE61_HUMAN	Q6GPH6	IPIL1_HUMAN	reviewed	Inositol 1,4,5-trisphosphate receptor-interacting protein-like 1	ITPRIPL1 KIAA1754L	Homo sapiens (Human)	555
Q8NEJ8_HUMAN	Q9NRC1	ST7_HUMAN	reviewed	Suppressor of tumorigenicity 7 protein (Protein FAM4A1) (Protein HELG)	ST7 FAM4A1 HELG RAY1	Homo sapiens (Human)	585
Q96HL8_HUMAN,Q9H5X4_HUMAN,Q9Y3V5_HUMAN,Q8NEL2_HUMAN	Q96HL8	SH3Y1_HUMAN	reviewed	SH3 domain-containing YSC84-like protein 1	SH3YL1	Homo sapiens (Human)	342
Q6ZS93_HUMAN	Q6ZS93	Q6ZS93_HUMAN		Deleted.			
Q8NFF3_HUMAN	Q8NFF3	Q8NFF3_HUMAN	unreviewed	Pro-apoptotic protein BAKM variant	BAK	Homo sapiens (Human)	190
Q9H1R6_HUMAN	Q9H1R6	Q9H1R6_HUMAN	unreviewed	Apoptosis regulator Bcl-X (Bcl-2-like protein 1) (Fragment)	BCL2L1	Homo sapiens (Human)	188
UFO_HUMAN,Q9UD27_HUMAN	P30530	UFO_HUMAN	reviewed	Tyrosine-protein kinase receptor UFO (EC 2.7.10.1) (AXL oncogene)	AXL UFO	Homo sapiens (Human)	894
Q8NHW3_HUMAN	Q8NHW3	MAFA_HUMAN	reviewed	Transcription factor MafA (Pancreatic beta-cell-specific transcriptional activator) (RIPE3b1 factor) (V-maf musculoaponeurotic fibrosarcoma oncogene homolog A)	MAFA	Homo sapiens (Human)	353
Q8TAM4_HUMAN	Q8TAM4	Q8TAM4_HUMAN	unreviewed	Cyclin-dependent kinase 5 activator	CDK5R1	Homo sapiens (Human)	307
A8MSN4_HUMAN,Q8TAP3_HUMAN	Q7Z6G8	ANS1B_HUMAN	reviewed	Ankyrin repeat and sterile alpha motif domain-containing protein 1B (Amyloid-beta protein intracellular domain-associated protein 1) (AIDA-1) (E2A-PBX1-associated protein) (EB-1)	ANKS1B	Homo sapiens (Human)	1248
DC1I1_HUMAN,Q8TBF7_HUMAN	O14576	DC1I1_HUMAN	reviewed	Cytoplasmic dynein 1 intermediate chain 1 (Cytoplasmic dynein intermediate chain 1) (Dynein intermediate chain 1, cytosolic) (DH IC-1)	DYNC1I1 DNCI1 DNCIC1	Homo sapiens (Human)	645
RAB3I_HUMAN	Q96QF0	RAB3I_HUMAN	reviewed	Rab-3A-interacting protein (Rab3A-interacting protein) (Rabin-3) (SSX2-interacting protein)	RAB3IP RABIN8	Homo sapiens (Human)	476
Q8TBS9_HUMAN	Q9P244	LRFN1_HUMAN	reviewed	Leucine-rich repeat and fibronectin type III domain-containing protein 1 (Synaptic adhesion-like molecule 2)	LRFN1 KIAA1484 SALM2	Homo sapiens (Human)	771
Q8TC65_HUMAN	Q96RN1	S26A8_HUMAN	reviewed	Testis anion transporter 1 (Anion exchange transporter) (Solute carrier family 26 member 8)	SLC26A8 TAT1	Homo sapiens (Human)	970
PAR11_HUMAN,Q9NR21_HUMAN	Q9NR21	PAR11_HUMAN	reviewed	Protein mono-ADP-ribosyltransferase PARP11 (EC 2.4.2.-) (ADP-ribosyltransferase diphtheria toxin-like 11) (ARTD11) (Poly [ADP-ribose] polymerase 11) (PARP-11)	PARP11 C12orf6	Homo sapiens (Human)	338
Q8TCZ2_HUMAN	Q8TCZ2	C99L2_HUMAN	reviewed	CD99 antigen-like protein 2 (MIC2-like protein 1) (CD antigen CD99)	CD99L2 MIC2L1 UNQ1964/PRO4486	Homo sapiens (Human)	262
ZN675_HUMAN,Q8TD23_HUMAN	Q8TD23	ZN675_HUMAN	reviewed	Zinc finger protein 675 (TRAF6-binding zinc finger protein) (TRAF6-inhibitory zinc finger protein)	ZNF675 TIZ	Homo sapiens (Human)	568
MIPT3_HUMAN,Q9NRD6_HUMAN,Q8TDR0_HUMAN	Q8TDR0	MIPT3_HUMAN	reviewed	TRAF3-interacting protein 1 (Interleukin-13 receptor alpha 1-binding protein 1) (Intraflagellar transport protein 54 homolog) (Microtubule-interacting protein associated with TRAF3) (MIP-T3)	TRAF3IP1 IFT54 MIPT3	Homo sapiens (Human)	691
Q8TE08_HUMAN	Q8TE08	Q8TE08_HUMAN	unreviewed	SLTP002	LST002	Homo sapiens (Human)	70
Q8IYN4_HUMAN,Q8TE81_HUMAN	Q8WVB3	HEXD_HUMAN	reviewed	Hexosaminidase D (EC 3.2.1.52) (Beta-N-acetylhexosaminidase) (Beta-hexosaminidase D) (Hexosaminidase domain-containing protein) (N-acetyl-beta-galactosaminidase)	HEXD HEXDC	Homo sapiens (Human)	486
Q8TEN0_HUMAN	Q8TEN0	Q8TEN0_HUMAN	unreviewed	FLJ00163 protein (Fragment)	FLJ00163	Homo sapiens (Human)	521
UPP_HUMAN,YX001_HUMAN	Q96BW1	UPP_HUMAN	reviewed	Uracil phosphoribosyltransferase homolog	UPRT	Homo sapiens (Human)	309
Q8WUI7_HUMAN	Q8WUI7	Q8WUI7_HUMAN		Deleted.			
